Date,10TC_SCURMON,10TC_S+1MON,10TC_S+2MON,10TC_S+3MON,10TC_S+4MON,10TC_S+5MON,10TC_SCURQ,10TC_S+1Q,10TC_S+2Q,10TC_S+3Q,10TC_S+4Q,10TC_S+1CAL,10TC_S+2CAL,10TC_S+3CAL,10TC_S+4CAL,10TC_S+5CAL,10TC_S+6CAL,10TC_S+7CAL
2024-10-21,13633.0,13125.0,13208.0,11125.0,10242.0,11613.0,13322.0,10993.0,12750.0,12875.0,12733.0,12338.0,11954.0,12138.0,12054.0,11950.0,11908.0,11900.0
2024-10-22,13796.0,13504.0,13446.0,11392.0,10433.0,11842.0,13582.0,11222.0,12896.0,13033.0,12917.0,12517.0,12046.0,12138.0,12058.0,11950.0,11913.0,11900.0
2024-10-23,13800.0,13283.0,13250.0,11267.0,10325.0,11817.0,13444.0,11136.0,13008.0,13025.0,12925.0,12524.0,12025.0,12138.0,12058.0,11950.0,11913.0,11900.0
2024-10-24,13808.0,13008.0,13058.0,11171.0,10229.0,11750.0,13291.0,11050.0,12967.0,13008.0,12917.0,12486.0,12008.0,12117.0,12058.0,11950.0,11913.0,11900.0
2024-10-25,13796.0,12971.0,12908.0,11138.0,10175.0,11725.0,13225.0,11013.0,12921.0,12958.0,12883.0,12444.0,12000.0,12117.0,12058.0,11950.0,11913.0,11900.0
2024-10-28,13800.0,12821.0,12825.0,10988.0,10050.0,11750.0,13149.0,10929.0,12892.0,12879.0,12808.0,12377.0,11975.0,12079.0,12058.0,11950.0,11913.0,11900.0
2024-10-29,13808.0,12842.0,12829.0,11025.0,10067.0,11800.0,13160.0,10964.0,12883.0,12958.0,12796.0,12400.0,12004.0,12079.0,12058.0,11950.0,11913.0,11900.0
2024-10-30,13796.0,12500.0,12496.0,10717.0,9758.0,11600.0,12931.0,10692.0,12654.0,12783.0,12646.0,12194.0,11867.0,11977.0,12043.0,11950.0,11913.0,11900.0
2024-10-31,12379.0,12429.0,10625.0,9650.0,11517.0,12183.0,12861.0,10597.0,12608.0,12683.0,12575.0,12116.0,11825.0,11925.0,12021.0,11942.0,11913.0,11900.0
2024-11-01,12146.0,12271.0,10575.0,9608.0,11467.0,12208.0,12730.0,10550.0,12442.0,12475.0,12413.0,11970.0,11721.0,11825.0,11971.0,11908.0,11896.0,11883.0
2024-11-04,12242.0,12388.0,10692.0,9700.0,11533.0,12308.0,12801.0,10642.0,12533.0,12500.0,12425.0,12025.0,11742.0,11783.0,11967.0,11900.0,11896.0,11883.0
2024-11-05,12225.0,12458.0,10700.0,9625.0,11517.0,12375.0,12819.0,10614.0,12592.0,12558.0,12454.0,12055.0,11783.0,11804.0,12008.0,11917.0,11913.0,11900.0
2024-11-06,12050.0,12250.0,10571.0,9542.0,11429.0,12358.0,12691.0,10514.0,12475.0,12475.0,12400.0,11966.0,11742.0,11767.0,12008.0,11917.0,11913.0,11900.0
2024-11-07,11708.0,11867.0,10563.0,9533.0,11400.0,12350.0,12450.0,10499.0,12417.0,12442.0,12313.0,11918.0,11738.0,11742.0,12004.0,11917.0,11913.0,11900.0
2024-11-08,11592.0,11596.0,10188.0,9421.0,11242.0,12300.0,12321.0,10284.0,12150.0,12342.0,12267.0,11761.0,11692.0,11729.0,12004.0,11917.0,11913.0,11900.0
2024-11-11,11600.0,11792.0,10483.0,9542.0,11333.0,12342.0,12389.0,10453.0,12350.0,12433.0,12308.0,11886.0,11754.0,11733.0,12008.0,11917.0,11917.0,11917.0
2024-11-12,11475.0,11479.0,10442.0,9592.0,11333.0,12342.0,12243.0,10456.0,12396.0,12467.0,12300.0,11905.0,11633.0,11696.0,11983.0,11892.0,11896.0,11900.0
2024-11-13,11317.0,11425.0,10450.0,9567.0,11358.0,12333.0,12172.0,10458.0,12346.0,12321.0,12171.0,11824.0,11479.0,11533.0,11942.0,11867.0,11879.0,11883.0
2024-11-14,11283.0,11413.0,10400.0,9558.0,11363.0,12321.0,12157.0,10440.0,12283.0,12204.0,12017.0,11736.0,11325.0,11400.0,11913.0,11854.0,11875.0,11879.0
2024-11-15,11292.0,11342.0,10308.0,9496.0,11308.0,12300.0,12136.0,10371.0,12192.0,12150.0,11958.0,11668.0,11329.0,11379.0,11900.0,11850.0,11871.0,11875.0
2024-11-18,11163.0,10921.0,9988.0,9250.0,11113.0,12150.0,11953.0,10117.0,11963.0,11900.0,11758.0,11434.0,11092.0,11292.0,11875.0,11833.0,11871.0,11875.0
2024-11-19,11090.0,10600.0,9633.0,9008.0,10900.0,12042.0,11821.0,9847.0,11783.0,11725.0,11638.0,11248.0,11025.0,11204.0,11850.0,11833.0,11871.0,11875.0
2024-11-20,11067.0,10517.0,9379.0,9017.0,10833.0,12025.0,11786.0,9743.0,11754.0,11667.0,11571.0,11184.0,11079.0,11183.0,11850.0,11833.0,11871.0,11875.0
2024-11-21,11058.0,10558.0,9283.0,8946.0,10750.0,12000.0,11797.0,9660.0,11767.0,11638.0,11513.0,11144.0,11058.0,11179.0,11838.0,11833.0,11871.0,11875.0
2024-11-22,11083.0,10658.0,9313.0,8983.0,10725.0,12000.0,11838.0,9674.0,11738.0,11696.0,11517.0,11156.0,11033.0,11133.0,11821.0,11825.0,11863.0,11867.0
2024-11-25,11079.0,10821.0,9371.0,9129.0,10939.0,12092.0,11891.0,9813.0,11917.0,11779.0,11542.0,11263.0,11013.0,11163.0,11846.0,11842.0,11863.0,11867.0
2024-11-26,11088.0,10767.0,9350.0,9079.0,10888.0,12042.0,11876.0,9772.0,11917.0,11779.0,11517.0,11246.0,10988.0,11163.0,11746.0,11842.0,11863.0,11867.0
2024-11-27,11079.0,10317.0,9096.0,8775.0,10558.0,11892.0,11723.0,9477.0,11538.0,11638.0,11388.0,11010.0,10821.0,11113.0,11667.0,11838.0,11863.0,11867.0
2024-11-28,11088.0,10208.0,9033.0,8775.0,10550.0,11875.0,11690.0,9453.0,11442.0,11550.0,11292.0,10934.0,10779.0,11100.0,11658.0,11838.0,11863.0,11867.0
2024-11-29,9925.0,8842.0,8658.0,10467.0,11717.0,11483.0,11604.0,9322.0,11288.0,11442.0,11200.0,10813.0,10717.0,11075.0,11642.0,11833.0,11863.0,11867.0
2024-12-02,9942.0,8642.0,8567.0,10592.0,11650.0,11350.0,11610.0,9267.0,11233.0,11342.0,11150.0,10748.0,10663.0,11075.0,11604.0,11833.0,11863.0,11867.0
2024-12-03,9992.0,8688.0,8717.0,10750.0,11567.0,11225.0,11627.0,9385.0,11179.0,11271.0,11117.0,10738.0,10675.0,11033.0,11563.0,11833.0,11863.0,11867.0
2024-12-04,10354.0,9242.0,9067.0,11154.0,11592.0,11225.0,11747.0,9821.0,11350.0,11400.0,11242.0,10953.0,10829.0,11033.0,11558.0,11842.0,11875.0,11879.0
2024-12-05,10292.0,9117.0,8908.0,11050.0,11458.0,11275.0,11727.0,9692.0,11325.0,11417.0,11113.0,10887.0,10783.0,10992.0,11475.0,11817.0,11846.0,11850.0
2024-12-06,10154.0,8867.0,8717.0,10892.0,11342.0,11233.0,11681.0,9492.0,11142.0,11250.0,11000.0,10721.0,10642.0,10904.0,11425.0,11800.0,11829.0,11833.0
2024-12-09,10158.0,9017.0,8763.0,11000.0,11367.0,11283.0,11682.0,9593.0,11117.0,11242.0,11008.0,10740.0,10567.0,10892.0,11404.0,11800.0,11825.0,11829.0
2024-12-10,10083.0,8863.0,8663.0,10829.0,11267.0,11208.0,11657.0,9452.0,10992.0,11221.0,11046.0,10678.0,10475.0,10817.0,11363.0,11783.0,11817.0,11821.0
2024-12-11,9983.0,8658.0,8492.0,10588.0,11058.0,11075.0,11624.0,9246.0,10767.0,11092.0,10908.0,10503.0,10425.0,10792.0,11338.0,11779.0,11813.0,11817.0
2024-12-12,10008.0,8850.0,8633.0,10667.0,11117.0,11158.0,11632.0,9384.0,10842.0,11100.0,10942.0,10567.0,10458.0,10775.0,11321.0,11779.0,11813.0,11817.0
2024-12-13,10033.0,8908.0,8754.0,10854.0,11175.0,11208.0,11640.0,9506.0,10913.0,11221.0,11079.0,10680.0,10508.0,10775.0,11304.0,11779.0,11813.0,11817.0
2024-12-16,10067.0,9071.0,8925.0,11004.0,11383.0,11275.0,11652.0,9667.0,11175.0,11304.0,11138.0,10821.0,10529.0,10800.0,11304.0,11779.0,11813.0,11817.0
2024-12-17,9958.0,8921.0,8700.0,10833.0,11325.0,11200.0,11615.0,9485.0,10925.0,11242.0,11158.0,10703.0,10483.0,10779.0,11275.0,11771.0,11813.0,11817.0
2024-12-18,10000.0,9267.0,9008.0,11042.0,11450.0,11292.0,11629.0,9772.0,11167.0,11400.0,11217.0,10889.0,10592.0,10817.0,11267.0,11771.0,11813.0,11817.0
2024-12-19,10042.0,9450.0,9108.0,11083.0,11500.0,11325.0,11643.0,9881.0,11342.0,11492.0,11304.0,11005.0,10858.0,10983.0,11275.0,11771.0,11813.0,11817.0
2024-12-20,10038.0,9375.0,9167.0,11225.0,11542.0,11392.0,11642.0,9922.0,11483.0,11642.0,11471.0,11130.0,10925.0,11096.0,11267.0,11771.0,11813.0,11817.0
2024-12-23,10055.0,9275.0,9108.0,11221.0,11567.0,11425.0,11648.0,9868.0,11642.0,11725.0,11517.0,11188.0,11000.0,11108.0,11258.0,11771.0,11813.0,11817.0
2024-12-24,9233.0,9008.0,11208.0,11508.0,11396.0,11713.0,9816.0,11539.0,11704.0,11475.0,10258.0,10925.0,11108.0,11250.0,11771.0,11813.0,11817.0,11725.0
2024-12-27,9142.0,8892.0,11117.0,11500.0,11383.0,11633.0,9717.0,11506.0,11704.0,11492.0,10175.0,10933.0,11108.0,11250.0,11771.0,11813.0,11817.0,11725.0
2024-12-30,9088.0,8688.0,11025.0,11392.0,11254.0,11463.0,9600.0,11370.0,11571.0,11363.0,10138.0,10875.0,11104.0,11250.0,11771.0,11813.0,11817.0,11725.0
2024-12-31,9121.0,8729.0,11042.0,11400.0,11279.0,11454.0,9631.0,11378.0,11563.0,11379.0,10133.0,10904.0,11150.0,11258.0,11771.0,11813.0,11817.0,11725.0
2025-01-02,9163.0,8650.0,10967.0,11433.0,11317.0,11479.0,9593.0,11410.0,11567.0,11408.0,10117.0,10879.0,11171.0,11250.0,11771.0,11808.0,11808.0,11725.0
2025-01-03,9017.0,8575.0,10900.0,11400.0,11283.0,11425.0,9497.0,11369.0,11517.0,11300.0,10117.0,10829.0,11150.0,11242.0,11771.0,11808.0,11808.0,11725.0
2025-01-06,8733.0,8354.0,10783.0,11233.0,11192.0,11346.0,9290.0,11257.0,11371.0,11183.0,10117.0,10700.0,11104.0,11213.0,11771.0,11808.0,11808.0,11725.0
2025-01-07,8542.0,8183.0,10383.0,10992.0,11042.0,11192.0,9036.0,11075.0,11225.0,11067.0,10100.0,10542.0,11042.0,11204.0,11754.0,11808.0,11808.0,11708.0
2025-01-08,8338.0,7983.0,10208.0,10842.0,10917.0,11042.0,8843.0,10933.0,11100.0,10950.0,10092.0,10433.0,10946.0,11150.0,11763.0,11808.0,11808.0,11692.0
2025-01-09,8283.0,8058.0,10158.0,10833.0,10933.0,11058.0,8833.0,10942.0,11200.0,11025.0,10117.0,10467.0,10900.0,11167.0,11763.0,11808.0,11808.0,11683.0
2025-01-10,8188.0,8025.0,10092.0,10883.0,10933.0,11067.0,8768.0,10961.0,11292.0,11075.0,10117.0,10446.0,10892.0,11171.0,11763.0,11808.0,11808.0,11683.0
2025-01-13,8050.0,7825.0,9900.0,10825.0,10925.0,11050.0,8592.0,10933.0,11292.0,11096.0,10108.0,10442.0,10858.0,11150.0,11796.0,11808.0,11808.0,11683.0
2025-01-14,8079.0,8042.0,10038.0,10900.0,10992.0,11158.0,8720.0,11017.0,11367.0,11175.0,10167.0,10608.0,10915.0,11167.0,11796.0,11808.0,11808.0,11683.0
2025-01-15,7979.0,7867.0,9871.0,10858.0,10958.0,11150.0,8572.0,10989.0,11321.0,11129.0,10167.0,10558.0,10888.0,11167.0,11788.0,11800.0,11800.0,11683.0
2025-01-16,7829.0,7683.0,9675.0,10725.0,10892.0,11092.0,8396.0,10903.0,11258.0,11063.0,10158.0,10475.0,10842.0,11167.0,11796.0,11800.0,11800.0,11683.0
2025-01-17,7775.0,7475.0,9525.0,10613.0,10863.0,11075.0,8258.0,10850.0,11267.0,11046.0,10175.0,10475.0,10842.0,11167.0,11779.0,11800.0,11800.0,11683.0
2025-01-20,7629.0,7175.0,9250.0,10225.0,10567.0,10800.0,8018.0,10531.0,10963.0,10813.0,10125.0,10317.0,10754.0,11025.0,11750.0,11800.0,11800.0,11667.0
2025-01-21,7538.0,6950.0,9029.0,10063.0,10408.0,10658.0,7839.0,10377.0,10833.0,10683.0,10117.0,10229.0,10713.0,11000.0,11750.0,11800.0,11800.0,11667.0
2025-01-22,7442.0,6642.0,8679.0,9800.0,10196.0,10413.0,7588.0,10136.0,10683.0,10550.0,10092.0,10183.0,10642.0,10950.0,11750.0,11800.0,11800.0,11663.0
2025-01-23,7400.0,6692.0,8738.0,9683.0,10113.0,10321.0,7610.0,10039.0,10608.0,10492.0,10067.0,10200.0,10667.0,11008.0,11771.0,11808.0,11808.0,11654.0
2025-01-24,7425.0,6813.0,8817.0,9750.0,10171.0,10363.0,7685.0,10094.0,10638.0,10479.0,10092.0,10258.0,10692.0,11017.0,11763.0,11800.0,11800.0,11658.0
2025-01-27,7425.0,7042.0,9054.0,10025.0,10350.0,10563.0,7840.0,10312.0,10838.0,10633.0,10133.0,10392.0,10750.0,11050.0,11771.0,11833.0,11833.0,11667.0
2025-01-28,7417.0,6892.0,9029.0,10025.0,10358.0,10592.0,7779.0,10325.0,10846.0,10642.0,9992.0,10392.0,10767.0,11071.0,11779.0,11842.0,11842.0,11667.0
2025-01-29,7404.0,6921.0,9208.0,10142.0,10533.0,10721.0,7844.0,10465.0,10921.0,10679.0,9421.0,10442.0,10825.0,11075.0,11788.0,11850.0,11850.0,11667.0
2025-01-30,7371.0,6942.0,9346.0,10308.0,10725.0,10883.0,7886.0,10639.0,11075.0,10788.0,9533.0,10673.0,10933.0,11100.0,11796.0,11875.0,11875.0,11675.0
2025-01-31,7050.0,9529.0,10538.0,11004.0,11129.0,11100.0,7983.0,10890.0,11300.0,10979.0,9617.0,10900.0,11058.0,11158.0,11796.0,11875.0,11875.0,11675.0
2025-02-03,6867.0,9317.0,10450.0,10913.0,11079.0,11033.0,7851.0,10814.0,11179.0,10925.0,9575.0,10846.0,11075.0,11142.0,11796.0,11867.0,11867.0,11700.0
2025-02-04,7150.0,9813.0,10963.0,11304.0,11438.0,11317.0,8111.0,11235.0,11550.0,11200.0,9675.0,11029.0,11167.0,11233.0,11804.0,11867.0,11867.0,11700.0
2025-02-05,7200.0,10279.0,11267.0,11596.0,11763.0,11600.0,8283.0,11542.0,11863.0,11365.0,9713.0,11108.0,11221.0,11261.0,11783.0,11850.0,11871.0,11692.0
2025-02-06,7408.0,10142.0,11058.0,11488.0,11629.0,11517.0,8306.0,11392.0,11696.0,11225.0,9633.0,11038.0,11183.0,11250.0,11754.0,11842.0,11871.0,11704.0
2025-02-07,7379.0,10167.0,11183.0,11592.0,11729.0,11608.0,8305.0,11502.0,11721.0,11279.0,9626.0,11075.0,11188.0,11250.0,11754.0,11842.0,11871.0,11704.0
2025-02-10,7417.0,10279.0,11392.0,11792.0,11917.0,11708.0,8355.0,11700.0,11900.0,11400.0,9650.0,11100.0,11217.0,11267.0,11763.0,11842.0,11871.0,11713.0
2025-02-11,7358.0,10129.0,11292.0,11733.0,11846.0,11683.0,8285.0,11624.0,11800.0,11338.0,9633.0,11092.0,11175.0,11267.0,11738.0,11833.0,11863.0,11679.0
2025-02-12,7279.0,10113.0,11317.0,11700.0,11871.0,11708.0,8254.0,11629.0,11786.0,11358.0,9642.0,11100.0,11179.0,11267.0,11738.0,11833.0,11863.0,11679.0
2025-02-13,7538.0,10667.0,11867.0,12075.0,12188.0,12008.0,8525.0,12043.0,12050.0,11533.0,9750.0,11229.0,11275.0,11308.0,11758.0,11833.0,11863.0,11679.0
2025-02-14,7650.0,10850.0,12167.0,12471.0,12546.0,12317.0,8623.0,12395.0,12354.0,11721.0,9863.0,11292.0,11338.0,11342.0,11758.0,11833.0,11863.0,11679.0
2025-02-17,7763.0,11338.0,12521.0,12692.0,12708.0,12442.0,8823.0,12640.0,12542.0,11863.0,9875.0,11400.0,11417.0,11379.0,11750.0,11833.0,11863.0,11679.0
2025-02-18,7854.0,12021.0,13175.0,13121.0,13058.0,12625.0,9081.0,13118.0,12775.0,12100.0,10004.0,11617.0,11554.0,11400.0,11767.0,11833.0,11863.0,11679.0
2025-02-19,7808.0,11388.0,12442.0,12458.0,12533.0,12333.0,8855.0,12478.0,12183.0,11671.0,9850.0,11429.0,11450.0,11367.0,11763.0,11833.0,11863.0,11679.0
2025-02-20,7896.0,11788.0,12800.0,12775.0,12833.0,12492.0,9018.0,12803.0,12354.0,11788.0,9992.0,11583.0,11492.0,11388.0,11763.0,11833.0,11863.0,11679.0
2025-02-21,7888.0,11533.0,12446.0,12554.0,12675.0,12342.0,8930.0,12558.0,12083.0,11617.0,9950.0,11554.0,11467.0,11371.0,11763.0,11829.0,11858.0,11671.0
2025-02-24,7800.0,10842.0,11813.0,11950.0,12175.0,12025.0,8670.0,11979.0,11722.0,11308.0,9750.0,11271.0,11338.0,11308.0,11763.0,11829.0,11858.0,11666.0
2025-02-25,7833.0,10858.0,11925.0,12138.0,12304.0,12200.0,8687.0,12122.0,11917.0,11475.0,9783.0,11221.0,11329.0,11329.0,11763.0,11829.0,11858.0,11663.0
2025-02-26,7817.0,10567.0,11658.0,11971.0,12108.0,12100.0,8584.0,11913.0,11767.0,11333.0,9733.0,11108.0,11267.0,11321.0,11763.0,11821.0,11858.0,11663.0
2025-02-27,7781.0,9904.0,11000.0,11592.0,11754.0,11871.0,8351.0,11449.0,11567.0,11204.0,9625.0,10938.0,11154.0,11258.0,11717.0,11821.0,11858.0,11663.0
2025-02-28,9933.0,11421.0,11867.0,11983.0,11967.0,11792.0,8350.0,11757.0,11800.0,11388.0,9717.0,11042.0,11225.0,11296.0,11717.0,11833.0,11863.0,11667.0
2025-03-03,9558.0,10792.0,11517.0,11742.0,11783.0,11650.0,8225.0,11350.0,11636.0,11317.0,9600.0,10946.0,11117.0,11254.0,11708.0,11817.0,11858.0,11658.0
2025-03-04,9458.0,10500.0,11375.0,11625.0,11567.0,11500.0,8191.0,11167.0,11481.0,11208.0,9517.0,10821.0,11000.0,11167.0,11613.0,11792.0,11833.0,11592.0
2025-03-05,9450.0,10575.0,11425.0,11638.0,11592.0,11508.0,8189.0,11213.0,11511.0,11275.0,9567.0,10804.0,11000.0,11163.0,11604.0,11800.0,11833.0,11575.0
2025-03-06,9650.0,10875.0,11800.0,11900.0,11850.0,11725.0,8255.0,11525.0,11742.0,11500.0,9667.0,10929.0,11042.0,11188.0,11608.0,11800.0,11833.0,11575.0
2025-03-07,9750.0,11092.0,11904.0,11992.0,11908.0,11800.0,8289.0,11662.0,11801.0,11517.0,9671.0,10946.0,11038.0,11183.0,11608.0,11800.0,11833.0,11575.0
2025-03-10,9758.0,11446.0,12175.0,12250.0,12033.0,11950.0,8291.0,11957.0,11922.0,11500.0,9733.0,11046.0,11117.0,11188.0,11608.0,11800.0,11833.0,11575.0
2025-03-11,9700.0,11333.0,12067.0,12150.0,11950.0,11867.0,8272.0,11850.0,11842.0,11367.0,9733.0,11033.0,11113.0,11204.0,11608.0,11800.0,11833.0,11575.0
2025-03-12,10033.0,11929.0,12504.0,12504.0,12275.0,12146.0,8383.0,12312.0,12138.0,11642.0,9883.0,11125.0,11175.0,11213.0,11608.0,11800.0,11833.0,11592.0
